Date,NEPSE,Banking,Hydropower,Hotels And Tourism,Finance,Investment,LifeInsurance,Manufacture,NonLifeInsurance,Others,Mutual Fund,Microfinance,DevBank,Trading
2022-11-07,1958.94,1364.31,2051.21,2728.73,1639.02,59.1,9081.16,5143.09,7754.95,1457.88,13.7,4461.41,3497.11,1890.85
2022-11-08,1956.36,1360.34,2038.47,2724.99,1643.68,58.99,9174.77,5106.51,7778.35,1472.02,13.67,4433.49,3489.81,1861.44
2022-11-09,1917.22,1346.3,1985.4,2668.89,1566.0,57.34,8974.82,4970.21,7633.99,1437.47,13.62,4314.03,3378.84,1843.76
2022-11-10,1893.7,1337.08,1944.22,2640.69,1527.52,56.36,8905.05,4906.24,7545.45,1403.89,13.46,4263.46,3330.74,1821.98
2022-11-13,1883.16,1331.78,1923.76,2656.5,1526.82,55.98,8834.32,4873.08,7527.01,1402.81,13.42,4209.64,3326.9,1795.73
2022-11-14,1904.45,1336.38,1963.67,2716.73,1568.19,56.76,8951.33,5025.77,7544.71,1435.44,13.52,4233.65,3400.02,1802.59
2022-11-15,1897.86,1337.48,1945.58,2695.2,1542.98,56.65,8939.56,4961.72,7551.7,1429.42,13.44,4208.37,3355.05,1808.02
2022-11-16,1911.26,1345.65,1967.56,2708.19,1558.61,57.14,9020.29,5005.5,7573.81,1439.07,13.33,4225.39,3397.63,1786.41
2022-11-17,1936.83,1357.92,2029.25,2717.64,1595.86,57.84,9077.04,5108.4,7675.99,1461.76,13.56,4263.79,3462.55,1826.7
2022-11-22,1929.7,1359.18,2015.2,2700.09,1590.46,57.49,9079.4,5068.92,7650.82,1444.0,13.53,4244.35,3412.6,1819.64
2022-11-23,1921.99,1352.35,2004.7,2695.66,1589.0,57.16,9055.38,5109.49,7626.6,1432.76,13.49,4226.75,3412.37,1824.91
2022-11-24,1933.55,1358.3,2016.33,2697.79,1607.1,57.2,9082.24,5169.78,7623.34,1457.01,13.54,4254.13,3450.27,1848.14
2022-11-27,1965.98,1377.6,2053.87,2734.13,1642.87,57.93,9181.63,5283.91,7699.63,1478.71,13.41,4384.99,3514.33,1875.22
2022-11-28,1950.37,1367.55,2028.86,2717.82,1617.99,57.65,9116.91,5209.54,7686.61,1461.95,13.44,4369.87,3465.99,1878.14
2022-11-29,1953.35,1366.57,2031.36,2712.69,1637.57,57.58,9147.8,5208.25,7672.01,1468.9,13.49,4395.16,3494.13,1863.24
2022-11-30,1949.85,1366.26,2029.07,2711.31,1619.73,57.35,9130.27,5189.89,7664.51,1459.14,13.36,4395.44,3475.28,1879.67
2022-12-01,1961.06,1379.74,2036.52,2706.52,1620.45,57.32,9246.84,5213.58,7649.37,1463.37,13.43,4406.15,3484.86,1896.25
2022-12-04,1963.22,1370.44,2040.5,2751.05,1610.5,57.77,9430.2,5200.18,7707.06,1474.22,13.52,4422.5,3483.25,1911.68
2022-12-05,1938.76,1360.66,2005.42,2715.31,1573.75,57.16,9294.28,5076.71,7615.11,1445.95,13.49,4363.93,3430.04,1885.39
